doc_id,business_id,business_name,text,original_text,source,tags
insp_27,50165641,DOMIMEXX PIZZA & BAKERY,sanitized equipment or utensil including inuse food dispensing utensil improperly used or stored,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",violation,contamination
insp_28,50014784,RAMEN MEIJIN,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_29,50107442,DOUBLE CHICKEN PLEASE,raw cooked or prepared food is adulterated contaminated crosscontaminated or not discarded in accordance with haccp plan,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",violation,"pests,contamination"
insp_30,50121654,WESTVILLE,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_31,50178935,IT TRATTORIA,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_32,41525640,THE SWALLOW CAFE & ESPRESSO BAR,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_33,41171181,169 BAR,properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hotcold holding areas to measure temperatures of tcs foods during cooking cooling reheating and holding,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",violation,"pests,temperature"
insp_34,41112524,ADRIENNE'S PIZZA BAR,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_35,50106324,CHEN'S GARDEN,wiping cloths not stored clean and dry or in a sanitizing solution between uses,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",violation,contamination
insp_36,50132315,CHINA EXPRESS,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_37,50106152,CHARM BAR,cold tcs food item held above 41 f smoked or processed fish held above 38 f intact raw eggs held above 45 f or reduced oxygen packaged rop tcs foods held above required temperatures except during active necessary preparation,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,violation,"pests,temperature,contamination"
insp_38,40637864,PAM'S BAKERY,hot tcs food item not held at or above 140 f,Hot TCS food item not held at or above 140 °F.,violation,temperature
insp_39,41001677,PYLOS,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_40,50138450,CHAMPION PIZZA,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_41,50059059,ORALE TACOS,cold tcs food item held above 41 f smoked or processed fish held above 38 f intact raw eggs held above 45 f or reduced oxygen packaged rop tcs foods held above required temperatures except during active necessary preparation,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,violation,"pests,temperature,contamination"
insp_42,40366938,LULU'S COFFEE SHOP,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_43,50064374,CERVO'S,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_44,41001677,PYLOS,choking first aid poster not posted alcohol and pregnancy warning sign not posted resuscitation equipment exhaled air resuscitation masks adult  pediatric latex gloves sign not posted,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",violation,contamination
insp_46,50178909,BAO'S WOK,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_47,40366938,LULU'S COFFEE SHOP,personal cleanliness is inadequate outer garment soiled with possible contaminant effective hair restraint not worn where required jewelry worn on hands or arms fingernail polish worn or fingernails not kept clean and trimmed,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,violation,contamination
insp_48,41655257,ROSEN'S CAFE,food contact surface refillable reusable containers or equipment improperly constructed placed or maintained unacceptable material used culinary sink or other acceptable method not provided for washing food,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",violation,contamination
insp_49,50169727,YUMMY DIPS,choking first aid poster not posted alcohol and pregnancy warning sign not posted resuscitation equipment exhaled air resuscitation masks adult  pediatric latex gloves sign not posted,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",violation,contamination
insp_50,41325638,TRIBECA BAGELS,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_51,41112524,ADRIENNE'S PIZZA BAR,cold tcs food item held above 41 f smoked or processed fish held above 38 f intact raw eggs held above 45 f or reduced oxygen packaged rop tcs foods held above required temperatures except during active necessary preparation,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,violation,"pests,temperature,contamination"
insp_52,50139059,XING FU TANG,hot tcs food item not held at or above 140 f,Hot TCS food item not held at or above 140 °F.,violation,temperature
insp_53,50010993,THE COPPER STILL,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_54,50098186,NY HAPPY FAMILY INC,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_55,50087672,POPEYES,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_56,50118243,SHAWARMA,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_57,50166713,CUPPA COFFEE,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_58,50107442,DOUBLE CHICKEN PLEASE,evidence of mice or live mice in establishments food or nonfood areas,Evidence of mice or live mice in establishment's food or non-food areas.,violation,pests
insp_59,50130429,ASA BOWLS,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_60,50150898,THE WALKERS ESPRESSO,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_61,40366938,LULU'S COFFEE SHOP,pesticide not properly labeled or used by unlicensed individual pesticide other toxic chemical improperly usedstored unprotected unlocked bait station used,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",violation,pests
insp_62,50079614,MACOLETTA,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_63,50130429,ASA BOWLS,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_64,41327743,BOMBAY'S,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_65,41008526,KANOYAMA,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_66,50044438,345 CANTINA,live roaches in facilitys food or nonfood area,Live roaches in facility's food or non-food area.,violation,pests
insp_67,50064374,CERVO'S,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_68,50106152,CHARM BAR,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_69,50010993,THE COPPER STILL,raw cooked or prepared food is adulterated contaminated crosscontaminated or not discarded in accordance with haccp plan,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",violation,"pests,contamination"
insp_70,50133302,POTBELLY,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_71,50169950,SIPS,food allergy information poster not conspicuously posted where food is being prepared or processed by food workers,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,violation,
insp_72,50088490,EL TAMALITO,choking first aid poster not posted alcohol and pregnancy warning sign not posted resuscitation equipment exhaled air resuscitation masks adult  pediatric latex gloves sign not posted,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",violation,contamination
insp_73,50178909,BAO'S WOK,food contact surface refillable reusable containers or equipment improperly constructed placed or maintained unacceptable material used culinary sink or other acceptable method not provided for washing food,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",violation,contamination
insp_74,50077905,LAKOU CAFE,hot tcs food item not held at or above 140 f,Hot TCS food item not held at or above 140 °F.,violation,temperature
insp_75,50038194,FIRST CHOICE RESTAURANT,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_76,50169727,YUMMY DIPS,wiping cloths not stored clean and dry or in a sanitizing solution between uses,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",violation,contamination
insp_77,50064374,CERVO'S,after cooking or removal from hot holding tcs food not cooled by an approved method whereby the internal temperature is reduced from 140 f to 70 f or less within 2 hours and from 70 f to 41 f or less within 4 additional hours,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",violation,"pests,temperature"
insp_78,50130429,ASA BOWLS,food protection certificate fpc not held by manager or supervisor of food operations,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,violation,pests
insp_79,50044438,345 CANTINA,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_80,50169727,YUMMY DIPS,food protection certificate fpc not held by manager or supervisor of food operations,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,violation,pests
insp_81,50088490,EL TAMALITO,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_82,50003531,NEW SPRING GARDEN,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_83,50106324,CHEN'S GARDEN,no hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation food service or ware washing area hand washing facility not accessible obstructed or used for nonhand washing purposes no hot and cold running water or water at inadequate pressure no soap or acceptable handdrying device,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",violation,"pests,temperature,contamination"
insp_84,50056074,ABRACO,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_85,41001677,PYLOS,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_86,50178909,BAO'S WOK,failure to post or conspicuously post healthy eating information,Failure to post or conspicuously post healthy eating information,violation,
insp_87,41618394,CREATE,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_88,41153872,THE MANSION,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_89,50045788,CHINELOS II DELI-GROCERY RESTAURANT,after cooking or removal from hot holding tcs food not cooled by an approved method whereby the internal temperature is reduced from 140 f to 70 f or less within 2 hours and from 70 f to 41 f or less within 4 additional hours,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",violation,"pests,temperature"
insp_90,50115431,RED PIPES CAFE,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_91,50178909,BAO'S WOK,no approved written standard operating procedure for avoiding contamination by refillable returnable containers,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,violation,"pests,contamination"
insp_92,50130429,ASA BOWLS,hot tcs food item not held at or above 140 f,Hot TCS food item not held at or above 140 °F.,violation,temperature
insp_93,40395511,WHITE CASTLE,raw cooked or prepared food is adulterated contaminated crosscontaminated or not discarded in accordance with haccp plan,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",violation,"pests,contamination"
insp_94,40600516,CAFFE PALERMO,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_95,50045788,CHINELOS II DELI-GROCERY RESTAURANT,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_96,50169950,SIPS,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
